Date,Open,High,Low,Close,Adj Close,Volume
2016-10-01,1548.670044,1554.140015,1496.969971,1509.459961,1509.459961,0
2016-11-01,1512.079956,1640.819946,1475.380005,1627.520020,1627.520020,0
2016-12-01,1630.189941,1698.699951,1618.969971,1660.579956,1660.579956,0
2017-01-01,1673.219971,1714.589966,1659.040039,1687.189941,1687.189941,0
2017-02-01,1694.430054,1749.839966,1676.890015,1729.339966,1729.339966,0
2017-03-01,1744.680054,1761.079956,1673.300049,1719.650024,1719.650024,0
2017-04-01,1721.359985,1756.390015,1680.859985,1732.760010,1732.760010,0
2017-05-01,1737.439941,1743.930054,1683.719971,1721.689941,1721.689941,0
2017-06-01,1726.510010,1771.050049,1722.969971,1746.650024,1746.650024,0
2017-07-01,1753.189941,1795.140015,1728.989990,1760.680054,1760.680054,0
2017-08-01,1768.310059,1769.089966,1686.250000,1730.880005,1730.880005,0
2017-09-01,1733.880005,1799.040039,1707.560059,1795.939941,1795.939941,0
2017-10-01,1797.339966,1839.119995,1795.729980,1835.099976,1835.099976,0
2017-11-01,1842.619995,1906.810059,1807.150024,1899.180054,1899.180054,0
2017-12-01,1898.880005,1916.709961,1856.250000,1900.569946,1900.569946,0
2018-01-01,1906.849976,2001.479980,1904.099976,1953.969971,1953.969971,0
2018-02-01,1949.839966,1960.709961,1770.189941,1864.609985,1864.609985,0
2018-03-01,1865.780029,1960.209961,1838.839966,1878.770020,1878.770020,0
2018-04-01,1873.280029,1932.199951,1821.290039,1872.449951,1872.449951,0
2018-05-01,1865.910034,1973.930054,1852.040039,1946.430054,1946.430054,0
2018-06-01,1957.060059,2008.969971,1932.560059,1951.670044,1951.670044,0
2018-07-01,1941.709961,2015.579956,1936.239990,1984.489990,1984.489990,0
2018-08-01,1984.489990,2053.000000,1967.079956,2044.699951,2044.699951,0
2018-09-01,2042.930054,2052.389893,2008.130005,2019.550049,2019.550049,0
2018-10-01,2028.000000,2029.209961,1769.250000,1825.099976,1825.099976,0
2018-11-01,1832.260010,1911.880005,1801.650024,1878.650024,1878.650024,0
2018-12-01,1901.189941,1905.160034,1565.979980,1663.040039,1663.040039,0
2019-01-01,1643.979980,1837.319946,1624.689941,1835.390015,1835.390015,0
2019-02-01,1837.040039,1946.290039,1831.339966,1910.339966,1910.339966,0
2019-03-01,1922.400024,1930.790039,1842.560059,1896.270020,1896.270020,0
2019-04-01,1908.160034,1984.729980,1907.630005,1970.739990,1970.739990,0
2019-05-01,1972.189941,1981.569946,1802.579956,1810.500000,1810.500000,0
2019-06-01,1813.430054,1947.920044,1811.729980,1945.510010,1945.510010,0
2019-07-01,1966.339966,1991.510010,1931.729980,1966.719971,1966.719971,0
2019-08-01,1965.569946,1977.199951,1825.439941,1881.199951,1881.199951,0
2019-09-01,1869.359985,1976.209961,1848.479980,1935.479980,1935.479980,0
2019-10-01,1943.239990,1980.489990,1850.800049,1955.369995,1955.369995,0
2019-11-01,1965.729980,2031.000000,1965.729980,2010.150024,2010.150024,0
2019-12-01,2012.869995,2071.719971,1969.170044,2063.020020,2063.020020,0
2020-01-01,2063.020020,2106.300049,2002.329956,2007.219971,2007.219971,0
2020-02-01,2014.839966,2109.429932,1771.670044,1814.000000,1814.000000,0
2020-03-01,1824.939941,1907.219971,1181.959961,1443.400024,1443.400024,0
2020-04-01,1379.810059,1709.510010,1322.819946,1646.359985,1646.359985,0
2020-05-01,1606.839966,1815.199951,1493.020020,1763.949951,1763.949951,0
2020-06-01,1766.920044,1946.219971,1700.319946,1783.209961,1783.209961,0
2020-07-01,1785.699951,1817.989990,1727.829956,1754.400024,1754.400024,0
2020-07-13,1786.229980,1805.180054,1753.869995,1754.400024,1754.400024,0
